ID,Ph,Calcium(in ppm),Magnesium(in ppm),Chlorine(in ppm),Benzene(in ppb),THM(in ppb),Copper(in ppm),Nitrate(in ppm),Drinking Purpose,Ailments,Cement Industry Purpose,Irrigation Purpose
7839,10.98792,136.04797,189.40491,16.1765,186.26684,175.5644,29.81024,251.88236,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7840,7.69276,138.43988,76.46229,89.30961,189.82759,171.51188,29.32949,260.52825,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7841,9.58284,97.36143,152.35269,130.25133,163.3848,184.81522,2.99345,137.72998,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7842,6.73868,57.12282,40.57422,70.80682,3.48067,3.29679,0.12951,44.13555,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7843,7.3416,28.93329,19.09334,2.66966,4.82485,3.61316,1.76746,1.65273,Yes,Safe,Yes,No
7844,7.96878,50.66834,26.67825,2.09108,1.8718,4.33067,1.27198,3.29031,Yes,Safe,Yes,No
7845,7.1416,35.45973,12.77807,3.24466,0.46721,4.25532,0.87773,1.14568,Yes,Safe,Yes,No
7846,1.54397,100.31824,78.49267,145.4112,75.58159,186.42102,0.8575,402.74324,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Methemoglobinemia",No,No
7847,5.25081,38.21456,56.72143,73.03118,4.8978,6.72883,0.00721,55.96646,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7848,5.05656,466.18297,219.86093,163.2058,0.07547,22.41363,79.91933,19.97795,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7849,11.2791,152.75698,43.74084,101.18048,63.94911,113.72681,5.42571,171.97446,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7850,6.1762,35.66487,47.78095,94.92589,4.81014,5.65137,0.13217,52.15597,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7851,9.05979,185.95754,42.26499,280.98234,349.09817,141.0324,21.18663,131.24525,Yes,Safe,Yes,Yes
7852,5.9412,32.77466,32.73948,134.33315,3.86344,5.02659,0.07746,94.95357,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7853,0.15604,327.15531,305.02183,210.60197,38.10428,47.01385,71.75881,184.79371,Yes,Safe,Yes,Yes
7854,2.38414,23.15293,94.95296,216.29687,165.6989,48.40441,93.51558,60.51849,No,"Breathing Difficulty,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7855,5.13339,31.99244,51.34223,136.81173,0.98723,7.11925,0.09783,112.23209,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7856,9.29627,446.01717,25.06988,482.39713,388.01926,58.22313,55.15958,432.86732,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7857,9.23538,275.91395,85.37412,112.21415,56.25927,92.5523,1.56047,260.51724,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Methemoglobinemia",Yes,No
7858,9.77198,145.43004,162.53705,22.89063,39.18513,23.29502,23.29821,249.40986,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7859,3.40135,105.72212,179.92559,72.13188,104.28851,190.87411,49.22188,236.59446,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7860,7.17298,60.57343,67.52518,33.42587,41.87051,66.35225,21.63449,61.55607,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7861,13.31907,68.17503,170.16454,208.37686,45.27272,32.74674,57.86298,494.46772,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7862,3.37958,290.03292,355.49446,444.27506,334.12171,189.94242,66.48927,357.50889,Yes,Safe,Yes,Yes
7863,6.9682,58.7842,15.81558,3.25897,1.51572,3.7835,0.93033,5.88959,Yes,Safe,No,No
7864,10.26704,443.69939,290.80693,415.0936,35.2476,23.49635,48.74432,126.28884,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7865,12.83535,235.14055,256.85485,393.96872,201.5128,102.2967,3.3832,382.55678,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7866,7.43888,131.58661,146.52644,411.65969,21.95301,65.96161,8.56899,211.35181,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7867,8.66429,150.92492,27.48572,182.45789,185.9119,172.99365,13.28734,258.99893,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7868,5.19429,41.12016,58.76695,61.92372,2.96975,4.30213,0.01528,125.14806,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7869,7.27423,56.44851,25.8648,2.30684,4.34926,0.0492,0.4725,3.79081,Yes,Safe,Yes,No
7870,6.46103,37.69685,55.66761,55.48018,2.55279,6.20617,0.09776,49.2237,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7871,8.1411,32.05788,29.93683,3.53959,0.21327,6.79371,0.25397,6.68951,Yes,Safe,Yes,No
7872,8.99065,184.40928,194.27551,76.86291,13.41614,36.36656,9.46799,111.79596,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7873,5.82362,34.23779,45.27098,90.08943,0.93366,7.07961,0.05484,39.19904,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7874,7.60195,64.7602,10.87483,2.31338,0.29664,6.73919,1.76279,0.92931,Yes,Safe,Yes,No
7875,11.48013,155.35927,71.78906,82.21084,144.94034,70.69085,29.25295,282.89865,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7876,8.15834,63.53927,23.23648,3.15142,0.95886,0.61297,1.55062,8.21194,Yes,Safe,Yes,No
7877,11.14433,112.44624,239.84678,329.20619,30.94578,201.13853,24.71979,286.97193,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7878,4.40118,159.07813,314.73952,165.32163,308.45338,296.2995,55.55028,323.06864,Yes,Safe,Yes,Yes
7879,7.4513,72.5733,23.58146,3.63476,0.52967,4.08827,1.33995,9.43674,Yes,Safe,Yes,No
7880,3.76645,64.19971,28.74469,244.49164,60.97721,306.34533,14.75138,106.11203,No,"Breathing Difficulty,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7881,11.00842,323.43608,276.95008,95.60302,39.06456,218.39907,77.48903,283.47156,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7882,11.41384,300.91735,310.55141,121.58986,216.19231,92.30991,26.19761,223.12944,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7883,7.39387,43.07004,15.9229,2.96066,4.49861,3.7519,1.34649,7.36029,Yes,Safe,Yes,No
7884,6.42735,328.52413,320.19285,327.27247,232.4542,308.94967,98.83453,225.74465,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7885,8.30131,35.09607,22.96099,2.55346,4.17794,5.84414,0.51701,4.10097,Yes,Safe,Yes,No
7886,5.77325,45.62231,41.74374,146.49942,1.37374,8.41173,0.16437,30.59388,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7887,8.35018,20.39636,11.91987,2.29903,0.29502,8.89499,1.4972,2.95715,Yes,Safe,Yes,No
7888,9.07534,277.63056,84.65738,20.00785,193.36488,29.01864,6.91443,26.80588,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7889,2.73183,227.96043,95.21256,159.99978,220.16214,55.60675,76.54041,65.87686,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7890,1.74929,29.44531,296.56132,498.14811,319.11336,316.35663,99.06192,230.17664,Yes,Safe,Yes,Yes
7891,11.78456,280.89389,86.18329,198.43555,149.99086,180.98456,15.27925,142.08772,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7892,5.98922,33.61547,54.28259,52.06255,3.04595,6.03963,0.05434,60.60274,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7893,13.88197,70.09469,43.44818,129.72544,25.99571,280.48928,26.9077,128.99041,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7894,7.52062,38.81227,21.23301,2.48901,2.01645,9.60458,0.63475,6.51828,Yes,Safe,Yes,No
7895,1.39917,117.36405,161.30899,495.6086,195.80267,228.72396,7.81683,226.89908,Yes,Safe,Yes,Yes
7896,7.21238,58.10803,14.53786,2.19418,2.52347,8.1221,0.95903,0.27127,Yes,Safe,Yes,No
7897,11.36197,8.74189,62.69896,383.05341,137.15466,34.69338,98.88265,119.78199,Yes,Safe,Yes,Yes
7898,5.4345,304.52092,369.00214,129.82468,147.12178,101.71647,35.79096,384.3597,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7899,8.42804,24.79081,18.91206,3.77666,1.98279,5.60588,1.301,7.72602,Yes,Safe,Yes,No
7900,2.21476,12.51201,318.12644,16.46385,108.04668,325.71149,93.67987,194.1967,No,"Breathing Difficulty,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7901,3.17036,145.15236,316.83919,436.91375,355.54572,17.63727,83.33569,12.71927,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7902,4.41129,311.21975,247.74158,444.51221,237.84846,178.11594,84.654,362.40199,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7903,8.44908,74.55662,21.71958,2.99974,2.326,8.30926,1.97884,4.78022,Yes,Safe,Yes,No
7904,10.98279,38.88995,199.16011,70.61213,104.02659,181.98458,4.50813,201.50079,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7905,7.64984,115.64727,88.16984,94.93678,67.22983,17.28866,9.51749,282.79352,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7906,7.44844,31.35694,19.8441,2.27313,0.29878,8.56191,0.67068,8.45937,Yes,Safe,Yes,No
7907,10.05627,204.20111,85.33132,169.75113,187.28822,152.64807,7.28423,136.67514,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7908,7.02197,46.88487,11.15048,2.24716,4.87569,0.98452,1.71919,0.39297,Yes,Safe,Yes,No
7909,1.97863,32.78027,77.31882,437.65575,210.49778,362.75489,19.54429,226.52571,No,"Breathing Difficulty,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7910,7.4797,74.68668,14.70751,2.58839,1.85329,3.13898,1.9772,2.5158,Yes,Safe,Yes,No
7911,10.78913,437.89003,1.95929,386.1984,249.56445,190.75611,62.85094,368.95234,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7912,8.08677,283.59517,175.5697,153.59264,95.90329,115.82301,0.56961,71.94932,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Methemoglobinemia",Yes,No
7913,9.97134,288.61715,120.89217,173.98637,142.87814,131.80905,3.74637,172.424,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7914,9.51713,14.11892,16.92231,159.35141,50.14257,102.63664,9.6003,179.07075,No,"Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7915,11.10824,127.15768,170.99871,33.84371,134.77946,124.76642,10.14943,257.4459,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7916,8.87359,215.09836,66.04886,14.08423,3.9883,30.05748,22.21742,37.32094,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7917,12.13344,57.15737,386.32766,383.22151,322.75119,56.37826,98.60306,115.82345,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7918,2.51349,287.52216,315.93896,304.89899,38.3102,221.25623,48.52036,92.34943,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7919,3.85831,196.68568,262.67903,288.58627,242.26379,190.51687,56.58138,396.74553,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7920,7.31363,55.94357,18.54502,3.23586,1.83931,4.80623,0.85479,9.38211,Yes,Safe,Yes,No
7921,7.92368,60.46719,26.5427,2.70036,2.01965,7.34261,0.53095,9.04983,Yes,Safe,Yes,No
7922,5.43255,489.89451,13.52933,199.94881,238.37369,185.163,66.28813,29.38405,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7923,6.54864,38.19554,33.1211,105.27965,0.65988,5.24375,0.11375,84.37435,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7924,3.4185,206.1491,53.55424,32.88097,383.68514,256.49247,45.37021,315.26372,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7925,8.44607,18.76045,17.06827,17.77296,85.47852,95.03812,2.81806,279.16553,No,"Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7926,6.78078,48.74078,40.29271,111.40647,4.1397,4.01519,0.10875,60.87066,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7927,6.33702,141.06743,180.76285,377.94225,342.52816,291.55226,4.19639,181.03082,Yes,Safe,Yes,Yes
7928,8.39101,42.04077,20.23536,3.95099,1.34031,9.48338,1.4696,2.85437,Yes,Safe,Yes,No
7929,7.50591,53.29674,12.1654,2.86857,4.0031,2.14974,1.92482,8.39538,Yes,Safe,Yes,No
7930,4.77725,209.51961,37.99561,477.03041,298.00833,390.60492,37.64033,260.91572,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7931,6.69981,30.2333,48.46205,52.84054,4.18906,7.66805,0.05243,29.61953,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7932,12.52981,382.62071,141.60669,261.90197,151.62624,169.07635,18.85124,285.97019,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7933,7.1451,112.34212,53.38976,158.42314,72.78086,91.23736,13.78359,15.98142,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7934,7.74134,44.04544,26.65377,2.84303,3.56329,8.07142,0.67225,4.47854,Yes,Safe,Yes,No
7935,2.40852,498.37415,75.87435,69.47068,14.98481,316.46815,91.20668,72.3225,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7936,7.99538,34.44184,87.3604,282.84812,281.45524,341.10676,21.13426,326.65552,Yes,Safe,Yes,Yes
7937,1.48851,26.40655,127.59066,48.44023,144.2171,29.28563,13.97632,249.53341,No,"Breathing Difficulty,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7938,7.73241,97.44857,20.75572,172.49344,163.87365,94.09247,7.51297,29.06806,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7939,10.1979,181.13471,58.73365,161.47221,32.83069,190.11065,9.61318,151.06499,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7940,5.91135,30.46851,37.21152,57.89206,3.56303,6.06281,0.00372,73.77999,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7941,6.39149,32.3704,54.86167,88.56055,1.58884,4.5936,0.02498,83.12309,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7942,5.34126,57.45005,52.83424,73.13601,4.10948,3.11789,0.09357,137.52533,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7943,4.8145,200.15612,57.42434,364.04792,130.86866,145.52118,35.45146,316.34997,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7944,11.94194,125.80367,81.91581,17.07465,40.0432,143.11068,27.34295,255.09258,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7945,7.82049,28.82257,20.74197,3.85845,2.01999,4.23039,1.95544,1.94301,Yes,Safe,Yes,No
7946,7.27148,22.24936,17.94181,2.28145,0.78781,1.78859,0.3701,9.75856,Yes,Safe,Yes,No
7947,8.67131,44.9155,14.67634,194.57371,148.98313,138.39998,3.36974,5.99949,No,"Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea",Yes,No
7948,5.33687,310.82956,264.31773,104.14462,149.70025,110.68873,72.60404,281.1493,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7949,8.46129,428.8337,158.63578,388.12824,398.96442,110.41149,20.64129,271.48609,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7950,5.92929,17.39441,301.78875,453.44831,383.13561,24.84692,15.40474,145.01507,No,"Breathing Difficulty,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7951,6.69542,33.1519,56.24531,72.8465,4.69625,4.54752,0.08212,44.41265,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7952,5.91344,34.73145,46.22191,127.63656,0.8432,0.68399,0.11603,96.83219,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7953,9.98373,321.25782,178.59391,117.41603,328.12378,117.53167,4.47649,244.29506,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7954,6.7221,54.84592,48.48748,85.86107,3.80855,4.83232,0.0045,38.32448,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7955,6.78649,36.8975,12.23563,3.30274,1.70937,2.49914,0.58213,2.38177,Yes,Safe,No,No
7956,11.20336,135.00477,101.16673,80.63849,139.5517,95.97318,0.47596,142.41109,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Methemoglobinemia",Yes,No
7957,5.65482,41.60052,51.42559,145.97935,2.07924,7.74827,0.00432,108.25178,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7958,9.09841,44.84163,32.13993,311.37507,190.97516,355.50768,92.6916,191.4912,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7959,6.67418,34.76621,47.25978,73.80619,2.04219,3.21889,0.18156,37.7584,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7960,6.76033,67.69367,24.42625,2.35451,1.72409,1.00374,1.83359,0.57574,Yes,Safe,No,No
7961,2.36525,100.49256,267.89724,151.27352,44.78908,10.17829,92.95092,16.76289,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7962,8.02728,46.76952,27.41444,3.40646,4.347,4.9896,1.86899,4.64987,Yes,Safe,Yes,No
7963,11.16171,344.54878,103.81132,293.02253,256.76286,284.32274,75.75952,282.73758,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7964,9.87072,387.89654,102.02477,226.80678,14.34334,1.45422,31.62001,241.26777,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Diarrhoea,Methemoglobinemia",No,No
7965,7.01196,53.50419,18.72557,2.98922,0.90747,3.02961,1.13466,7.99649,Yes,Safe,Yes,No
7966,8.01582,25.54245,17.21609,3.52878,3.43619,5.43258,0.18199,3.43211,Yes,Safe,Yes,No
7967,1.67098,425.92331,320.29153,481.66323,357.70682,356.2209,80.85487,464.54743,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7968,6.68186,24.98645,29.58382,3.41578,1.26749,7.49927,1.01757,0.36791,Yes,Safe,No,No
7969,13.7438,372.09539,394.74381,137.95686,184.19659,175.62451,68.45896,206.16188,Yes,Safe,Yes,Yes
7970,7.06894,25.38355,13.9122,2.22506,4.60867,6.07937,1.96215,7.12636,Yes,Safe,Yes,No
7971,3.50644,300.57514,53.96281,155.03301,39.4719,316.78493,57.40519,100.39241,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7972,8.06129,314.2351,95.6736,167.34406,54.58325,122.38911,10.17838,157.63546,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7973,5.60477,55.9208,50.4667,62.41489,2.91941,6.45611,0.15735,62.69901,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7974,7.72871,62.71093,29.84722,2.30286,4.30692,3.7454,0.44276,9.62728,Yes,Safe,Yes,No
7975,6.03069,34.98249,33.10907,80.63586,2.47902,7.48269,0.19316,53.24665,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7976,9.91317,224.12194,136.11634,204.30668,156.08512,39.51915,87.53596,320.99443,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7977,4.60597,295.54574,378.13015,443.06955,106.86062,307.19825,22.34438,380.38692,Yes,Safe,Yes,Yes
